study,doi,year,study.area,lat,long,latlong.precision,plot.group,plot.name,plot.type,woody.veg,veg.planted,veg.age.yrs,soil.texture,soil.clay,soil.sand,soil.silt,soil.sample.diameter,soil.sample.depth.min,soil.sample.depth.max,pool,metric,value,value.se,value.units,value.precision,comments,flag
Marquez et al. 1999,10.1023/A:1006261519080,1999,"Bear Creek, Story County, central Iowa",42.183333,-93.5,published,poplar riparian buffer,1996,NA,yes,yes,6,fine-loamy,,,,2.5,0,35,soil,carbon stock,153.00,NA,t/ha,reported mean for cover type,,
Marton et al. 2014,10.2134/jeq2013.04.0118,2014,"Hamilton County, Indiana",40.1305968,-85.960568,midpoint,riparian buffer,ag,baseline,NA,NA,0,NA,,,,8.5,0,5,soil,bulk density,1.00,0.05,g/cm3,reported mean,,
Marton et al. 2014,10.2134/jeq2013.04.0118,2014,"Hamilton County, Indiana",40.1305968,-85.960568,midpoint,riparian buffer,natural riparian buffer,reference,yes,no,NA,loamy fine sand,,,,8.5,0,5,soil,bulk density,1.00,0.7,g/cm3,reported mean,,
Marton et al. 2014,10.2134/jeq2013.04.0118,2014,"Hamilton County, Indiana",40.1305968,-85.960568,midpoint,riparian buffer,restored riparian buffer,NA,yes,yes,4,sandy loam,,,,8.5,0,5,soil,bulk density,1.30,0.04,g/cm3,reported mean,,
Marton et al. 2014,10.2134/jeq2013.04.0118,2014,"Hamilton County, Indiana",40.1305968,-85.960568,midpoint,riparian buffer,ag,baseline,NA,NA,0,NA,,,,8.5,0,5,soil,organic carbon concentration,2.20,0.15,%,reported mean,,
Marton et al. 2014,10.2134/jeq2013.04.0118,2014,"Hamilton County, Indiana",40.1305968,-85.960568,midpoint,riparian buffer,natural riparian buffer,reference,yes,no,NA,loamy fine sand,,,,8.5,0,5,soil,organic carbon concentration,4.80,0.28,%,reported mean,,
Marton et al. 2014,10.2134/jeq2013.04.0118,2014,"Hamilton County, Indiana",40.1305968,-85.960568,midpoint,riparian buffer,restored riparian buffer,NA,yes,yes,4,sandy loam,,,,8.5,0,5,soil,organic carbon concentration,4.50,0.13,%,reported mean,,
Marton et al. 2014,10.2134/jeq2013.04.0118,2014,"Hamilton County, Indiana",40.1305968,-85.960568,midpoint,riparian buffer,ag,baseline,NA,NA,0,NA,,,,8.5,0,5,soil,organic carbon stock,1100.00,NA,g/m2,reported mean,,
Marton et al. 2014,10.2134/jeq2013.04.0118,2014,"Hamilton County, Indiana",40.1305968,-85.960568,midpoint,riparian buffer,natural riparian buffer,reference,yes,no,NA,loamy fine sand,,,,8.5,0,5,soil,organic carbon stock,2464.00,NA,g/m2,reported mean,,
Marton et al. 2014,10.2134/jeq2013.04.0118,2014,"Hamilton County, Indiana",40.1305968,-85.960568,midpoint,riparian buffer,restored riparian buffer,NA,yes,yes,4,sandy loam,,,,8.5,0,5,soil,organic carbon stock,2868.00,NA,g/m2,reported mean,,
Marton et al. 2014b,10.1111/rec.12033,2014,central Ohio,40.2,-83,estimated,riparian buffer,ag,baseline,NA,NA,0,NA,,,,10,0,5,soil,bulk density,0.96,0.13,g/cm3,reported mean,,
Marton et al. 2014b,10.1111/rec.12033,2014,central Ohio,40.2,-83,estimated,riparian buffer,restored riparian buffer,NA,yes,yes,3-7,loamy fine sand,,,,10,0,5,soil,bulk density,1.12,0.03,g/cm3,reported mean,,
Marton et al. 2014b,10.1111/rec.12033,2014,central Ohio,40.2,-83,estimated,riparian buffer,natural riparian buffer,reference,yes,no,NA,loamy fine sand,,,,10,0,5,soil,bulk density,1.01,0.05,g/cm3,reported mean,,
Marton et al. 2014b,10.1111/rec.12033,2014,central Ohio,40.2,-83,estimated,riparian buffer,ag,baseline,NA,NA,0,NA,,,,10,0,5,soil,organic carbon concentration,2.60,0.3,%,reported mean,,
Marton et al. 2014b,10.1111/rec.12033,2014,central Ohio,40.2,-83,estimated,riparian buffer,restored riparian buffer,NA,yes,yes,3-7,loamy fine sand,,,,10,0,5,soil,organic carbon concentration,3.20,0.3,%,reported mean,,
Marton et al. 2014b,10.1111/rec.12033,2014,central Ohio,40.2,-83,estimated,riparian buffer,natural riparian buffer,reference,yes,no,NA,loamy fine sand,,,,10,0,5,soil,organic carbon concentration,4.60,0.4,%,reported mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 1,NA,yes,yes,3,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,23.82,18.02,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 2,NA,yes,yes,5,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,31.61,17.21,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 3,NA,yes,yes,5,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,11.75,0.77,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 4,NA,yes,yes,5,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,31.90,12.78,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 5,NA,yes,yes,6,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,14.81,3.36,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 6,NA,yes,yes,9,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,52.25,19.40,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 7,NA,yes,yes,9,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,40.08,2.98,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 8,NA,yes,yes,10,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,22.96,4.47,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 9,NA,yes,yes,10,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,39.07,18.02,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 10,NA,yes,yes,14,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,60.24,8.92,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 11,NA,yes,yes,14,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,61.39,10.41,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 12,NA,yes,yes,15,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,72.26,13.38,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 13,NA,yes,yes,15,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,49.27,9.12,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 14,NA,yes,yes,19,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,69.01,12.51,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 15,NA,yes,yes,21,sandy loam,,,,NA,NA,NA,inventory biomass,carbon stock,76.51,11.8,t/ha,reported site mean,linear regression for avg annual rate up to age 21,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest,baseline,NA,NA,0,NA,,,,NA,0,30,soil,organic carbon stock,22.72,NA,t/ha,estimated baseline from reported difference from baseline,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 1,NA,yes,yes,3,sandy loam,,,,NA,0,30,soil,organic carbon stock,25.36,0.69,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 2,NA,yes,yes,5,sandy loam,,,,NA,0,30,soil,organic carbon stock,24.11,3.02,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 3,NA,yes,yes,5,sandy loam,,,,NA,0,30,soil,organic carbon stock,27.41,0.95,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 4,NA,yes,yes,5,sandy loam,,,,NA,0,30,soil,organic carbon stock,22.23,0.64,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 5,NA,yes,yes,6,sandy loam,,,,NA,0,30,soil,organic carbon stock,29.85,3.54,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 6,NA,yes,yes,9,sandy loam,,,,NA,0,30,soil,organic carbon stock,29.77,3.56,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 7,NA,yes,yes,9,sandy loam,,,,NA,0,30,soil,organic carbon stock,30.28,2.56,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 8,NA,yes,yes,10,sandy loam,,,,NA,0,30,soil,organic carbon stock,28.26,2.76,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 9,NA,yes,yes,10,sandy loam,,,,NA,0,30,soil,organic carbon stock,36.59,2.94,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 10,NA,yes,yes,14,sandy loam,,,,NA,0,30,soil,organic carbon stock,28.86,1.9,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 11,NA,yes,yes,14,sandy loam,,,,NA,0,30,soil,organic carbon stock,29.43,3.05,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 12,NA,yes,yes,15,sandy loam,,,,NA,0,30,soil,organic carbon stock,25.84,1.49,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 13,NA,yes,yes,15,sandy loam,,,,NA,0,30,soil,organic carbon stock,31.96,1.55,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 14,NA,yes,yes,19,sandy loam,,,,NA,0,30,soil,organic carbon stock,36.16,1.75,t/ha,reported site mean,,
Matzek et al. 2015,10.1111/rec.12153,2015,Central Valley Sacramento River,39.638889,-122.053472,midpoint,restored mixed riparian,forest 15,NA,yes,yes,21,sandy loam,,,,NA,0,30,soil,organic carbon stock,24.54,2.94,t/ha,reported site mean,,
Matzek et al. 2016,10.1111/rec.12153,2016,Central Valley Sacramento River,39.638889,-122.053472,midpoint,riparian forest,remnant riparian forest,reference,yes,no,50-75,sandy loam,,,,NA,NA,NA,aboveground biomass,biomass stock,193.04,27.06580839,t/ha,reported mean for remnant plots,canopy+understory,
Matzek et al. 2016,10.1111/rec.12153,2016,Central Valley Sacramento River,39.638889,-122.053472,midpoint,riparian forest,young forest,baseline,yes,yes,<=6,sandy loam,,,,6.25,0,30,soil,total carbon stock,25.88,2.86,t/ha,data thief Fig. 1D,,
Matzek et al. 2016,10.1111/rec.12153,2016,Central Valley Sacramento River,39.638889,-122.053472,midpoint,riparian forest,middle,NA,yes,yes,9-14,sandy loam,,,,6.25,0,30,soil,total carbon stock,30.59,2.99,t/ha,data thief Fig. 1D,,
Matzek et al. 2016,10.1111/rec.12153,2016,Central Valley Sacramento River,39.638889,-122.053472,midpoint,riparian forest,old,NA,yes,yes,>=15,sandy loam,,,,6.25,0,30,soil,total carbon stock,29.71,5.33,t/ha,data thief Fig. 1D,,
Matzek et al. 2016,10.1111/rec.12153,2016,Central Valley Sacramento River,39.638889,-122.053472,midpoint,riparian forest,remnant riparian forest,reference,yes,no,50-75,sandy loam,,,,6.25,0,30,soil,total carbon stock,43.31,4.40,t/ha,data thief Fig. 1D,,
Matzek et al. 2016,10.1111/rec.12153,2016,Central Valley Sacramento River,39.638889,-122.053472,midpoint,riparian forest,young forest,baseline,yes,yes,<=6,sandy loam,,,,6.25,0,30,soil,total carbon concentration,1.03,0.1,%,data thief Fig. 1B,,
Matzek et al. 2016,10.1111/rec.12153,2016,Central Valley Sacramento River,39.638889,-122.053472,midpoint,riparian forest,middle,NA,yes,yes,9-14,sandy loam,,,,6.25,0,30,soil,total carbon concentration,1.19,0.12,%,data thief Fig. 1B,,
Matzek et al. 2016,10.1111/rec.12153,2016,Central Valley Sacramento River,39.638889,-122.053472,midpoint,riparian forest,old,NA,yes,yes,>=15,sandy loam,,,,6.25,0,30,soil,total carbon concentration,1.19,0.17,%,data thief Fig. 1B,,
Matzek et al. 2016,10.1111/rec.12153,2016,Central Valley Sacramento River,39.638889,-122.053472,midpoint,riparian forest,remnant riparian forest,reference,yes,no,50-75,sandy loam,,,,6.25,0,30,soil,total carbon concentration,1.67,0.19,%,data thief Fig. 1B,,
Matzek et al. 2016,10.1111/rec.12153,2016,Central Valley Sacramento River,39.638889,-122.053472,midpoint,riparian forest,young forest,baseline,yes,yes,<=6,sandy loam,,,,6.25,0,30,soil,bulk density,1.41,0.08,g/cm3,data thief Fig. 1F,,
Matzek et al. 2016,10.1111/rec.12153,2016,Central Valley Sacramento River,39.638889,-122.053472,midpoint,riparian forest,middle,NA,yes,yes,9-14,sandy loam,,,,6.25,0,30,soil,bulk density,1.40,0.14,g/cm3,data thief Fig. 1F,,
Matzek et al. 2016,10.1111/rec.12153,2016,Central Valley Sacramento River,39.638889,-122.053472,midpoint,riparian forest,old,NA,yes,yes,>=15,sandy loam,,,,6.25,0,30,soil,bulk density,1.22,0.25,g/cm3,data thief Fig. 1F,,
Matzek et al. 2016,10.1111/rec.12153,2016,Central Valley Sacramento River,39.638889,-122.053472,midpoint,riparian forest,remnant riparian forest,reference,yes,no,50-75,sandy loam,,,,6.25,0,30,soil,bulk density,1.05,0.26,g/cm3,data thief Fig. 1F,,
McKee et al. 2012,10.1016/j.foreco.2011.10.019,2012,southwestern Alabama,30.9625,-87.888889,published,managed riparian,mature riparian,mature,yes,no,94,silty clay,,,,NA,NA,NA,aboveground biomass,biomass stock,839.30,50.4,t/ha,reported mean for plot type,,1
McKee et al. 2012,10.1016/j.foreco.2011.10.019,2012,southwestern Alabama,30.9625,-87.888889,published,managed riparian,clearcut helicopter,NA,yes,no,24,silty clay,,,,NA,NA,NA,aboveground biomass,biomass stock,174.00,26.1,t/ha,reported mean for plot type,,1
McKee et al. 2012,10.1016/j.foreco.2011.10.019,2012,southwestern Alabama,30.9625,-87.888889,published,managed riparian,clearcut skidder,NA,yes,no,24,silty clay,,,,NA,NA,NA,aboveground biomass,biomass stock,243.20,17.7,t/ha,reported mean for plot type,,1
McKee et al. 2012,10.1016/j.foreco.2011.10.019,2012,southwestern Alabama,30.9625,-87.888889,published,managed riparian,clearcut herbicide,NA,yes,no,24,silty clay,,,,NA,NA,NA,aboveground biomass,biomass stock,87.00,18.6,t/ha,reported mean for plot type,,1
McKee et al. 2012,10.1016/j.foreco.2011.10.019,2012,southwestern Alabama,30.9625,-87.888889,published,managed riparian,mature riparian,NA,yes,no,94,silty clay,,,,NA,NA,NA,inventory biomass,biomass stock,861.00,50.60049407,t/ha,calculated from above and below ground totals,,1
McKee et al. 2012,10.1016/j.foreco.2011.10.019,2012,southwestern Alabama,30.9625,-87.888889,published,managed riparian,clearcut helicopter,NA,yes,no,24,silty clay,,,,NA,NA,NA,inventory biomass,biomass stock,187.70,26.38977075,t/ha,calculated from above and below ground totals,,1
McKee et al. 2012,10.1016/j.foreco.2011.10.019,2012,southwestern Alabama,30.9625,-87.888889,published,managed riparian,clearcut skidder,NA,yes,no,24,silty clay,,,,NA,NA,NA,inventory biomass,biomass stock,268.90,17.80168531,t/ha,calculated from above and below ground totals,,1
McKee et al. 2012,10.1016/j.foreco.2011.10.019,2012,southwestern Alabama,30.9625,-87.888889,published,managed riparian,clearcut herbicide,NA,yes,no,24,silty clay,,,,NA,NA,NA,inventory biomass,biomass stock,100.90,18.76725872,t/ha,calculated from above and below ground totals,,1
McKee et al. 2013,10.1016/j.biombioe.2013.01.022,2013,southwestern Alabama,30.9625,-87.888889,published,managed riparian,mature riparian,mature,yes,no,94,silty clay,,,,NA,NA,NA,aboveground biomass,carbon stock,209.70,NA,t/ha,reported mean for treatment,,1
McKee et al. 2013,10.1016/j.biombioe.2013.01.022,2013,southwestern Alabama,30.9625,-87.888889,published,managed riparian,clearcut helicopter,NA,yes,no,24,silty clay,,,,NA,NA,NA,aboveground biomass,carbon stock,55.70,NA,t/ha,reported mean for treatment,,1
McKee et al. 2013,10.1016/j.biombioe.2013.01.022,2013,southwestern Alabama,30.9625,-87.888889,published,managed riparian,clearcut skidder,NA,yes,no,24,silty clay,,,,NA,NA,NA,aboveground biomass,carbon stock,77.10,NA,t/ha,reported mean for treatment,,1
